predicted_risk,observed_event_rate
0.028488700564971763,0.0
0.13966086956521737,0.0
0.25488666666666665,0.0
0.34754,0.3
0.44963333333333333,0.6666666666666666
0.5283333333333333,1.0
0.63852,1.0
0.7084,1.0
