class_label,recall,precision,auc
negative,0.9301868239921337,0.7531847133757962,0.8874141618868034
negative,0.9292035398230089,0.7529880478087649,0.8874141618868034
negative,0.928220255653884,0.7527910685805422,0.8874141618868034
negative,0.9272369714847591,0.7525937749401437,0.8874141618868034
negative,0.9272369714847591,0.7531948881789138,0.8874141618868034
negative,0.9272369714847591,0.753796962430056,0.8874141618868034
negative,0.9272369714847591,0.7544,0.8874141618868034
negative,0.9262536873156342,0.7542033626901521,0.8874141618868034
negative,0.9252704031465093,0.7540064102564102,0.8874141618868034
negative,0.9252704031465093,0.7546110665597434,0.8874141618868034
negative,0.9242871189773845,0.7544141252006421,0.8874141618868034
negative,0.9242871189773845,0.7550200803212851,0.8874141618868034
negative,0.9233038348082596,0.7548231511254019,0.8874141618868034
negative,0.9233038348082596,0.7554304102976669,0.8874141618868034
negative,0.9233038348082596,0.7560386473429952,0.8874141618868034
negative,0.9223205506391348,0.7558420628525383,0.8874141618868034
negative,0.9223205506391348,0.7564516129032258,0.8874141618868034
negative,0.9213372664700098,0.7562550443906376,0.8874141618868034
negative,0.9203539823008849,0.7560581583198708,0.8874141618868034
negative,0.9203539823008849,0.7566693613581245,0.8874141618868034
negative,0.9203539823008849,0.7572815533980582,0.8874141618868034
negative,0.9203539823008849,0.7578947368421053,0.8874141618868034
negative,0.9193706981317601,0.7576985413290114,0.8874141618868034
negative,0.9193706981317601,0.7583130575831306,0.8874141618868034
negative,0.9183874139626352,0.7581168831168831,0.8874141618868034
negative,0.9183874139626352,0.7587327376116978,0.8874141618868034
negative,0.9183874139626352,0.759349593495935,0.8874141618868034
negative,0.9174041297935103,0.7591537835638731,0.8874141618868034
negative,0.9174041297935103,0.759771986970684,0.8874141618868034
negative,0.9164208456243854,0.7595762021189894,0.8874141618868034
negative,0.9154375614552606,0.7593800978792822,0.8874141618868034
negative,0.9154375614552606,0.76,0.8874141618868034
negative,0.9154375614552606,0.7606209150326797,0.8874141618868034
negative,0.9144542772861357,0.7604251839738349,0.8874141618868034
negative,0.9144542772861357,0.7610474631751227,0.8874141618868034
negative,0.9144542772861357,0.7616707616707616,0.8874141618868034
negative,0.9134709931170109,0.7614754098360655,0.8874141618868034
negative,0.9124877089478859,0.7612797374897456,0.8874141618868034
negative,0.9124877089478859,0.7619047619047619,0.8874141618868034
negative,0.9124877089478859,0.76253081347576,0.8874141618868034
negative,0.911504424778761,0.7623355263157895,0.8874141618868034
negative,0.9105211406096362,0.7621399176954733,0.8874141618868034
negative,0.9105211406096362,0.7627677100494233,0.8874141618868034
negative,0.9095378564405113,0.7625721352019785,0.8874141618868034
negative,0.9095378564405113,0.7632013201320133,0.8874141618868034
negative,0.9095378564405113,0.763831544178365,0.8874141618868034
negative,0.9085545722713865,0.7636363636363637,0.8874141618868034
negative,0.9085545722713865,0.7642679900744417,0.8874141618868034
negative,0.9075712881022615,0.7640728476821192,0.8874141618868034
negative,0.9075712881022615,0.7647058823529411,0.8874141618868034
negative,0.9065880039331367,0.7645107794361525,0.8874141618868034
negative,0.9056047197640118,0.7643153526970954,0.8874141618868034
negative,0.904621435594887,0.7641196013289037,0.8874141618868034
negative,0.9036381514257621,0.7639235245220283,0.8874141618868034
negative,0.9036381514257621,0.7645590682196339,0.8874141618868034
negative,0.9026548672566371,0.7643630308076603,0.8874141618868034
negative,0.9016715830875123,0.7641666666666667,0.8874141618868034
negative,0.9016715830875123,0.7648040033361134,0.8874141618868034
negative,0.9016715830875123,0.7654424040066778,0.8874141618868034
negative,0.9016715830875123,0.7660818713450293,0.8874141618868034
negative,0.9016715830875123,0.7667224080267558,0.8874141618868034
negative,0.9006882989183874,0.7665271966527196,0.8874141618868034
negative,0.8997050147492626,0.7663316582914573,0.8874141618868034
negative,0.8987217305801377,0.7661357921207042,0.8874141618868034
negative,0.8977384464110127,0.7659395973154363,0.8874141618868034
negative,0.8967551622418879,0.7657430730478589,0.8874141618868034
negative,0.8967551622418879,0.7663865546218488,0.8874141618868034
negative,0.895771878072763,0.7661900756938604,0.8874141618868034
negative,0.895771878072763,0.7668350168350169,0.8874141618868034
negative,0.895771878072763,0.7674810446503791,0.8874141618868034
