predicted_confidence,observed_accuracy
0.38012470899760914,0.47619047619047616
0.46020783969690926,0.39215686274509803
0.5507647556385338,0.4573643410852713
0.6481134992508601,0.4827586206896552
0.7519077764919068,0.7148936170212766
0.8518104582080385,0.8831168831168831
0.9357653211309719,0.9604743083003953
